texto,movilidad,oido,vista
"me duelen los ojos ademas soy paralitico, sin problemas de oido.",0,1,0
"mi agudeza visual es correcta, por otro lado soy paralitico",0,1,1
sin sentido del oido. vista de aguila,1,0,2
orejas sensibles,1,2,1
escucho perfectamente aunque me duele el ojo. soy paralitico.,0,1,0
"no veo en absoluto, por otro lado me muevo compulsivamente",2,1,0
orejas sensibles,1,2,1
escucho cero,1,0,1
ando bien de las piernas,1,1,1
veo lo estandar ademas me molestan mucho los ruidos pero me muevo con normalidad.,1,2,1
camino bien,1,1,1
perdi el ojo,1,1,0
diagnosticado de tdah,2,1,1
soy sordo pero los brillos me hacen daño en los ojos aunque estoy postrado.,0,0,2
soy ciego parcialmente y ando bien de las piernas y oigo bien.,1,1,0
movilidad estandar,1,1,1
no me funcionan los oidos,1,0,1
tengo necesidad constante de moverme,2,1,1
los brillos me hacen daño en los ojos. no oigo ni papa,1,0,2
me muevo compulsivamente,2,1,1
no soporto el volumen alto,1,2,1
oigo bien,1,1,1
tengo hipersensibilidad visual pero oido demasiado sensible. necesito espacio amplio.,2,2,2
oigo muy mal tengo vision nula hipermovilidad.,2,0,0
sin problemas de movilidad,1,1,1
sufro tdah y la luz me deslumbra demasiado,2,1,2
"me muevo con normalidad aunque mi oido es normal, llevo lentillas y veo bien.",1,1,1
sin problemas de vista,1,1,1
mi movilidad es normal ademas oigo bien,1,1,1
"veo todo muy borroso, oigo genial. tengo tdah.",2,1,0
ruido ambiental me agobia ademas me muevo compulsivamente,2,2,1
veo perfectamente y tengo hiperacusia. voy en silla.,0,2,1
"camino perfectamente, por otro lado mi vista es normal. de oido ando perfecto.",1,1,1
"todo ok con la vista, tengo hiperacusia, por otro lado tengo hiperactividad.",2,2,1
soy paralitico ademas de la vista ando bien aunque escucho los ruidos demasiado fuertes.,0,2,1
"tapon en el oido, por otro lado ciego de nacimiento ademas hipermovilidad.",2,0,0
me duelen los ojos,1,1,0
uso baston para ciegos,1,1,0
mi oido es normal,1,1,1
los sonidos agudos me dan dolor de cabeza ando bien de las piernas,1,2,1
camino bien. sin problemas de oido,1,1,1
no oigo nada y hipervision,1,0,2
tengo hiperacusia. movilidad estandar,1,2,1
no tengo piernas ademas los sonidos agudos me dan dolor de cabeza,0,2,1
"los brillos me hacen daño en los ojos, ando con muletas, por otro lado no soporto el volumen alto.",0,2,2
veo lo estandar,1,1,1
"uso gafas para leer, por otro lado el ruido fuerte me daña, camino perfectamente.",1,2,1
los brillos me hacen daño en los ojos,1,1,2
"audicion sin problemas, por otro lado tengo necesidad constante de moverme y sin problemas de vista.",2,1,1
los sonidos agudos me dan dolor de cabeza,1,2,1
los brillos me hacen daño en los ojos,1,1,2
camino perfectamente aunque no oigo nada,1,0,1
necesito ambiente oscuro,1,1,2
camino bien,1,1,1
"sin problemas de movilidad, por otro lado audicion sin problemas tengo ceguera total.",1,1,0
voy en silla,0,1,1
"el ruido fuerte me daña, por otro lado ningun problema para caminar",1,2,1
"estoy postrado, por otro lado hipervision",0,1,2
veo bien,1,1,1
uso baston para ciegos. dificultad severa para moverme. orejas sensibles.,0,2,0
"tengo hipersensibilidad visual, camino bien aunque hiperaudicion.",1,2,2
llevo lentillas y veo bien pero escucho cero,1,0,1
"escucho las conversaciones sin problema, no me puedo quedar quieto y uso gafas para leer.",2,1,1
necesito espacio amplio,2,1,1
no puedo caminar,0,1,1
hiperaudicion,1,2,1
tengo movilidad muy reducida,0,1,1
"necesito espacio amplio, sin sentido del oido, por otro lado todo ok con la vista.",2,0,1
sensible a pitidos,1,2,1
vista de aguila,1,1,2
"no puedo caminar, por otro lado oigo genial",0,1,1
el ruido fuerte me daña,1,2,1
"orejas sensibles, necesidad de moverme siempre",2,2,1
mi agudeza visual es correcta ademas camino perfectamente aunque me molestan mucho los ruidos.,1,2,1
ando bien de las piernas,1,1,1
soy hiperactivo,2,1,1
hipervision,1,1,2
"no distingo formas ni colores aunque soy hiperactivo, tengo hipersensibilidad auditiva.",2,2,0
veo perfectamente,1,1,1
no tengo problemas en los ojos pero no soporto el volumen alto,1,2,1
"escucho perfectamente, por otro lado no distingo formas ni colores",1,1,0
soy hiperactivo,2,1,1
no veo casi nada. sin problemas de movilidad ademas los sonidos agudos me dan dolor de cabeza.,1,2,0
"no soporto las luces brillantes, mi oido es normal",1,1,2
veo lo estandar ademas me cuesta mucho caminar ademas escucho los ruidos demasiado fuertes.,0,2,1
inquietud motora extrema,2,1,1
escucho perfectamente. necesito espacio amplio. uso gafas para leer.,2,1,1
"estoy inmovilizado, por otro lado todo ok con la vista, por otro lado ruido ambiental me agobia.",0,2,1
pantallas muy brillantes me duelen,1,1,2
no tengo problemas en los ojos,1,1,1
ando bien de las piernas,1,1,1
tengo dolor ocular y me molestan mucho los ruidos ademas voy en silla.,0,2,0
me muevo con normalidad ademas ruido ambiental me agobia tengo vision nula.,1,2,0
hipersensibilidad a la luz,1,1,2
"camino bien, por otro lado toy sordo y tengo muy poca vision.",1,0,0
sin problemas de movilidad y mi agudeza visual es correcta sin sentido del oido.,1,0,1
oido demasiado sensible ademas vista de aguila aunque no puedo andar.,0,2,2
hipersensibilidad a la luz sin problemas de oido,1,1,2
mi oido es normal,1,1,1
no puedo mover las piernas ademas hipersensibilidad a la luz aunque mi oido es normal.,0,1,2
audicion sin problemas ademas movilidad estandar me duelen los ojos.,1,1,0
ando cojo aunque escucho las conversaciones sin problema,0,1,1
veo bien,1,1,1
"ningun problema para caminar, veo todo muy borroso pero sin problemas de oido.",1,1,0
ando en silla de ruedas aunque oigo genial,0,1,1
tengo necesidad constante de moverme,2,1,1
mi oido es normal aunque me duelen los ojos,1,1,0
camino bien pero escucho las conversaciones sin problema,1,1,1
"necesito espacio amplio, soy ciego parcialmente",2,1,0
no puedo andar y orejas sensibles,0,2,1
mi vista es normal y ando bien de las piernas. no oigo nada.,1,0,1
tapon en el oido,1,0,1
"no tengo orejas, por otro lado no soporto estar atrapado",2,0,1
tengo necesidad constante de moverme,2,1,1
sin problemas de oido,1,1,1
dolor de ojos,1,1,0
tengo tics motores,2,1,1
hiperaudicion,1,2,1
"escucho los ruidos demasiado fuertes y uso gafas para leer, por otro lado soy paraplejico.",0,2,1
casi no tengo vista. tengo audicion normal,1,1,0
ando cojo. escucho los ruidos demasiado fuertes aunque tengo muy poca vision.,0,2,0
me duele el ojo. movilidad estandar,1,1,0
no me puedo quedar quieto aunque no veo nada,2,1,0
"soy tuerto, estoy inmovilizado, por otro lado tengo hiperacusia.",0,2,0
oigo genial,1,1,1
no tengo ojos,1,1,0
tapon en el oido y no tengo problemas en los ojos,1,0,1
la luz me deslumbra demasiado,1,1,2
escucho perfectamente,1,1,1
de la vista ando bien,1,1,1
los sonidos agudos me dan dolor de cabeza,1,2,1
ningun problema para caminar pero tengo audicion normal ademas uso gafas para leer.,1,1,1
no tengo piernas y tengo hipersensibilidad auditiva. no tengo problemas en los ojos.,0,2,1
hipermovilidad,2,1,1
el ruido fuerte me daña,1,2,1
no tengo piernas aunque no tengo ojos. escucho todo muy apagado.,0,0,0
sin problemas de movilidad aunque no escucho nada ademas pantallas muy brillantes me duelen.,1,0,2
no veo nada y ruido ambiental me agobia tengo necesidad constante de moverme.,2,2,0
"necesidad de moverme siempre, veo bien. tengo sordera profunda.",2,0,1
ningun problema para caminar tengo hipersensibilidad auditiva y todo ok con la vista.,1,2,1
no tengo piernas y de la vista ando bien,0,1,1
tengo muy poca audicion los brillos me hacen daño en los ojos,1,0,2
me molesta mucho la luz,1,1,2
escucho todo muy apagado. necesito espacio amplio ademas mi agudeza visual es correcta.,2,0,1
ciego de nacimiento. ando con muletas,0,1,0
tengo hiperacusia aunque tengo hiperactividad,2,2,1
soy hiperactivo y tengo muy poca audicion,2,0,1
no puedo subir escaleras. me duele el ojo pero escucho perfectamente.,0,1,0
necesito espacio amplio luz solar me ciega,2,1,2
toy ciego pero hiperaudicion,1,2,0
pantallas muy brillantes me duelen,1,1,2
tengo hiperacusia y no me funcionan los ojos,1,2,0
"me molesta mucho la luz, por otro lado sin problemas de movilidad. oigo genial.",1,1,2
los brillos me hacen daño en los ojos,1,1,2
"me molestan mucho los ruidos aunque sin problemas de vista, por otro lado soy paralitico.",0,2,1
"tengo audicion nula, hipermovilidad",2,0,1
tapon en el oido aunque camino perfectamente,1,0,1
mi movilidad es normal,1,1,1
tengo hiperacusia,1,2,1
uso lenguaje de senas,1,0,1
escucho perfectamente,1,1,1
mi vista es normal,1,1,1
hipervision aunque me muevo con normalidad,1,1,2
no puedo andar. mi agudeza visual es correcta,0,1,1
sin problemas de vista,1,1,1
"me muevo con normalidad pero dolor de ojos, tengo hiperacusia.",1,2,0
camino bien ademas no soporto las luces brillantes,1,1,2
camino bien,1,1,1
tengo fotofobia,1,1,2
"mi agudeza visual es correcta escucho todo muy apagado, por otro lado sufro tdah.",2,0,1
tengo audicion nula,1,0,1
tengo hiperactividad. los brillos me hacen daño en los ojos aunque hiperaudicion.,2,2,2
no oigo ni papa aunque no soporto las luces brillantes,1,0,2
diagnosticado de tdah ademas me duelen los ojos. no oigo nada.,2,0,0
"veo perfectamente, sin problemas de oido y tengo tics motores.",2,1,1
audicion sin problemas. veo perfectamente aunque camino muy lento.,0,1,1
llevo lentillas y veo bien sin sentido del oido y me muevo con normalidad.,1,0,1
ciego de nacimiento. movilidad estandar ademas oigo genial.,1,1,0
no puedo andar,0,1,1
tengo hipersensibilidad auditiva pero me cuesta mucho caminar y veo todo muy borroso.,0,2,0
no puedo subir escaleras,0,1,1
necesito ambiente oscuro,1,1,2
tengo hiperactividad,2,1,1
uso lenguaje de senas,1,0,1
sordo total y ando cojo,0,0,1
ando con muletas ademas no veo en absoluto,0,1,0
pantallas muy brillantes me duelen aunque de oido ando perfecto pero no puedo mover las piernas.,0,1,2
me molestan mucho los ruidos,1,2,1
"ningun problema para caminar, no escucho nada",1,0,1
hiperaudicion ademas sin problemas de movilidad,1,2,1
oido demasiado sensible aunque me cuesta mucho caminar aunque uso gafas para leer.,0,2,1
"no soporto estar atrapado, por otro lado no oigo ni papa",2,0,1
no veo nada,1,1,0
hipersensibilidad a la luz,1,1,2
no oigo ni papa,1,0,1
no escucho nada ademas de la vista ando bien,1,0,1
no escucho nada y casi no tengo vista voy en silla.,0,0,0
oigo genial y me muevo con normalidad,1,1,1
"los sonidos agudos me dan dolor de cabeza, veo lo estandar",1,2,1
"camino con baston, orejas sensibles",0,2,1
no soporto estar atrapado pero no tengo problemas en los ojos,2,1,1
los brillos me hacen daño en los ojos aunque ningun problema para caminar tengo audicion nula.,1,0,2
escucho perfectamente aunque dolor de ojos tengo tdah.,2,1,0
llevo lentillas y veo bien,1,1,1
los brillos me hacen daño en los ojos,1,1,2
ruido ambiental me agobia,1,2,1
escucho cero pero pantallas muy brillantes me duelen,1,0,2
voy en silla audicion sin problemas,0,1,1
"me molesta mucho la luz, oigo genial. no puedo caminar.",0,1,2
no tengo problemas en los ojos,1,1,1
no tengo ojos. no soporto estar atrapado y no oigo ni papa.,2,0,0
no distingo formas ni colores,1,1,0
uso baston para ciegos,1,1,0
hiperaudicion,1,2,1
"soy ciego parcialmente ademas mi movilidad es normal, no me funcionan los oidos.",1,0,0
tengo necesidad constante de moverme ademas no soporto las luces brillantes,2,1,2
"no escucho nada, por otro lado puedo andar sin problemas",1,0,1
"oigo bien, me muevo con normalidad ademas uso gafas para leer.",1,1,1
"inquietud motora extrema pero me duele el ojo, por otro lado hiperaudicion.",2,2,0
puedo andar sin problemas,1,1,1
"tengo vision nula, escucho las conversaciones sin problema ademas me muevo con normalidad.",1,1,0
escucho los ruidos demasiado fuertes tengo necesidad constante de moverme pero uso gafas para leer.,2,2,1
no oigo nada. tengo hipersensibilidad visual no puedo andar.,0,0,2
estoy inmovilizado,0,1,1
tengo necesidad constante de moverme ademas uso gafas para leer ademas oigo genial.,2,1,1
tengo tics motores,2,1,1
hipersensibilidad a la luz. oigo bien ademas puedo andar sin problemas.,1,1,2
ningun problema para caminar ademas todo ok con la vista,1,1,1
sordo total ademas mi agudeza visual es correcta pero tengo tics motores.,2,0,1
diagnosticado de tdah de oido ando perfecto y vista de aguila.,2,1,2
tengo hiperactividad,2,1,1
casi no tengo vista,1,1,0
tengo hiperacusia ademas necesidad de moverme siempre,2,2,1
tengo vision normal me fallan las piernas,0,1,1
"uso gafas para leer, ningun problema para caminar",1,1,1
diagnosticado de tdah,2,1,1
luz solar me ciega y mi movilidad es normal,1,1,2
soy sordo y camino perfectamente,1,0,1
tengo audicion nula,1,0,1
"he perdido la vista aunque sin problemas de movilidad, por otro lado audicion sin problemas.",1,1,0
tengo hipersensibilidad visual,1,1,2
veo perfectamente ando bien de las piernas,1,1,1
hipersensibilidad a la luz aunque toy sordo ando con muletas.,0,0,2
"escucho perfectamente, toy ciego, por otro lado me muevo compulsivamente.",2,1,0
escucho todo muy apagado,1,0,1
dolor de ojos y camino perfectamente,1,1,0
"no me puedo quedar quieto, por otro lado no soporto el volumen alto",2,2,1
diagnosticado de tdah aunque tengo fotofobia,2,1,2
"no veo nada no me funcionan los oidos, por otro lado sin problemas de movilidad.",1,0,0
sin problemas de movilidad pero tengo muy poca audicion y toy ciego.,1,0,0
"escucho cero, camino perfectamente",1,0,1
no oigo nada ademas mi movilidad es normal,1,0,1
no tengo orejas y hipermovilidad,2,0,1
he perdido la vista ademas hiperaudicion,1,2,0
ando bien de las piernas,1,1,1
no veo en absoluto,1,1,0
perdi el ojo y tengo hiperacusia,1,2,0
movilidad estandar,1,1,1
todo ok con la vista,1,1,1
de oido ando perfecto aunque de la vista ando bien,1,1,1
casi no tengo vista. tengo hiperactividad,2,1,0
tengo movilidad muy reducida. tengo fotofobia,0,1,2
ciego de nacimiento pero diagnosticado de tdah,2,1,0
"tapon en el oido pero tengo vision nula, necesito espacio amplio.",2,0,0
mi movilidad es normal,1,1,1
ruido ambiental me agobia,1,2,1
necesito ambiente oscuro,1,1,2
"soy hiperactivo y veo lo estandar, los sonidos agudos me dan dolor de cabeza.",2,2,1
"la luz me deslumbra demasiado, por otro lado sin problemas de movilidad",1,1,2
no soporto estar atrapado,2,1,1
hipermovilidad,2,1,1
tengo fotofobia aunque no puedo mover las piernas,0,1,2
"necesito espacio amplio escucho todo muy apagado, por otro lado luz solar me ciega.",2,0,2
me muevo con normalidad y audicion sin problemas sin problemas de vista.,1,1,1
tengo tdah,2,1,1
me duele el ojo aunque estoy inmovilizado,0,1,0
"movilidad estandar, ojos sensibles",1,1,2
sin problemas de movilidad,1,1,1
tapon en el oido ademas los brillos me hacen daño en los ojos,1,0,2
"hipersensibilidad a la luz, tengo tdah, oigo bien.",2,1,2
tengo tdah aunque no veo nada. orejas sensibles.,2,2,0
"ando bien de las piernas y tengo sordera profunda, por otro lado tengo vision normal.",1,0,1
de oido ando perfecto. no soporto estar atrapado,2,1,1
mi movilidad es normal,1,1,1
veo destellos constantemente,1,1,2
"camino bien, por otro lado no soporto las luces brillantes",1,1,2
"mi vista es normal, por otro lado escucho todo muy apagado",1,0,1
camino perfectamente,1,1,1
puedo andar sin problemas,1,1,1
la luz me deslumbra demasiado,1,1,2
me duelen los ojos,1,1,0
me duele el ojo aunque uso lenguaje de senas aunque sin problemas de movilidad.,1,0,0
tengo hiperacusia,1,2,1
"no puedo caminar ademas soy tuerto, tapon en el oido.",0,0,0
no tengo orejas aunque uso baston para ciegos,1,0,0
tengo audicion nula de la vista ando bien,1,0,1
"necesidad de moverme siempre, sensible a pitidos pero los brillos me hacen daño en los ojos.",2,2,2
"oigo bien, mi agudeza visual es correcta necesidad de moverme siempre.",2,1,1
no escucho nada. ando bien de las piernas aunque no veo en absoluto.,1,0,0
tengo vision nula,1,1,0
ojos sensibles aunque soy paraplejico,0,1,2
no tengo piernas aunque me duele el ojo aunque sensible a pitidos.,0,2,0
"necesidad de moverme siempre, los sonidos agudos me dan dolor de cabeza",2,2,1
escucho cero,1,0,1
no oigo ni papa pero uso gafas para leer ando en silla de ruedas.,0,0,1
"orejas sensibles, me fallan las piernas aunque tengo ceguera total.",0,2,0
"tengo movilidad muy reducida, por otro lado sin problemas de vista, sin problemas de oido.",0,1,1
escucho los ruidos demasiado fuertes,1,2,1
"ningun problema para caminar. orejas sensibles, por otro lado no distingo formas ni colores.",1,2,0
necesito ambiente oscuro sin sentido del oido ademas no puedo subir escaleras.,0,0,2
tengo movilidad muy reducida no me funcionan los oidos aunque me duelen los ojos.,0,0,0
mi movilidad es normal,1,1,1
tengo movilidad muy reducida,0,1,1
necesito ambiente oscuro ademas sin sentido del oido,1,0,2
sin problemas de vista,1,1,1
dolor de ojos ademas sensible a pitidos y mi movilidad es normal.,1,2,0
